Read new prefs: /home/juan/.config/blender/2.76/config/userpref.blend
read blend: /home/juan/Documents/William/William.blend
Dependency cycle detected:
  Plane.001 depends on Cube.001 through Cloth Collision.
  Cube.001 depends on Plane.001 through Field Collision.

Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.003
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.002
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.002
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Lamp.001
Fra:0 Mem:103.90M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane
Fra:0 Mem:103.91M (0.00M, Peak 371.19M) | Time:00:00.27 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Text
Fra:0 Mem:111.42M (0.00M, Peak 371.19M) | Time:00:00.29 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Plane.001
Fra:0 Mem:113.71M (0.00M, Peak 371.19M) | Time:00:00.30 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Cube.001
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Synchronizing object | Camera
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Initializing
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.80 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Loading render kernels (may take a few minutes the first time)
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Waiting for render to start
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Scene
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.81 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Shaders
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Background
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Camera
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:00.99 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Copying Transformations to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Objects | Applying Static Transformations
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes Flags
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.00 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Meshes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.01 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Computing normals
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.02 | Mem:0.00M, Peak:0.00M | Scene, RenderLayer | Updating Mesh | Copying Mesh to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.02 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Computing attributes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:11.52M, Peak:11.52M | Scene, RenderLayer | Updating Mesh | Copying Attributes to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.03 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Building BVH
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.30 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH triangles and strands
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.32 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Packing BVH nodes
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.35 | Mem:26.29M, Peak:26.29M | Scene, RenderLayer | Updating Scene BVH | Copying BVH to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Objects Flags
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.36 | Mem:52.74M, Peak:52.74M | Scene, RenderLayer | Updating Images | Loading wood_texture.jpg
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Camera Volume
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair Systems
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Hair settings | Copying Hair settings to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.38M, Peak:55.38M | Scene, RenderLayer | Updating Lookup Tables
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Lights | Computing distribution
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Particle Systems | Copying Particles to device
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Film
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.63M, Peak:55.63M | Scene, RenderLayer | Updating Integrator
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Lookup Tables
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Baking
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:01.38 | Mem:55.65M, Peak:55.65M | Scene, RenderLayer | Updating Device | Writing constant memory
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:36.39 | Remaining:02:26.12 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 35/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:37.43 | Remaining:02:24.95 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 42/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:38.48 | Remaining:02:23.88 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 49/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:39.62 | Remaining:02:23.11 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 56/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:40.71 | Remaining:02:22.16 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 63/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:41.82 | Remaining:02:21.25 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 70/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:42.95 | Remaining:02:20.43 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 77/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:44.06 | Remaining:02:19.49 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 84/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:45.19 | Remaining:02:18.64 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 91/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:46.31 | Remaining:02:17.71 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 98/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:46.63 | Remaining:02:17.47 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 3/12, Sample 100/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:46.64 | Remaining:02:17.48 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 0/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:47.35 | Remaining:02:15.96 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 6/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:48.41 | Remaining:02:13.72 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 15/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:49.43 | Remaining:02:11.45 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 24/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:50.44 | Remaining:02:09.21 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 33/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:51.46 | Remaining:02:07.06 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 42/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:52.53 | Remaining:02:05.09 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 51/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:53.63 | Remaining:02:03.25 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 60/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:54.73 | Remaining:02:01.43 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 69/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:55.84 | Remaining:01:59.66 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 78/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:56.92 | Remaining:01:57.88 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 87/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:57.94 | Remaining:01:56.42 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 95/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:58.54 | Remaining:01:55.45 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 4/12, Sample 100/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:58.54 | Remaining:01:55.47 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 0/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:00:59.05 | Remaining:01:54.75 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 4/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:00.13 | Remaining:01:53.45 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 12/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:01.20 | Remaining:01:52.14 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 20/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:02.28 | Remaining:01:50.88 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 28/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:03.33 | Remaining:01:49.55 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 36/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:04.34 | Remaining:01:48.18 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 44/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:05.39 | Remaining:01:47.25 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 51/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:06.39 | Remaining:01:46.24 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 58/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:07.40 | Remaining:01:45.25 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 65/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:08.49 | Remaining:01:44.01 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 73/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:09.56 | Remaining:01:42.76 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 81/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:10.67 | Remaining:01:41.22 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 90/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:11.75 | Remaining:01:39.99 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 98/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:12.03 | Remaining:01:39.71 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 5/12, Sample 100/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:12.04 | Remaining:01:39.72 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 0/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:12.79 | Remaining:01:39.06 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 5/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:13.87 | Remaining:01:38.17 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 12/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:14.93 | Remaining:01:37.25 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 19/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:16.02 | Remaining:01:36.37 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 26/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:17.09 | Remaining:01:35.46 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 33/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:18.14 | Remaining:01:34.51 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 40/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:19.20 | Remaining:01:33.58 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 47/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:20.33 | Remaining:01:32.72 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 54/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:21.34 | Remaining:01:32.03 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 60/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:22.42 | Remaining:01:31.10 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 67/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:23.48 | Remaining:01:30.16 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 74/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:24.59 | Remaining:01:28.96 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 82/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:25.67 | Remaining:01:27.73 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 90/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:26.67 | Remaining:01:26.72 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 97/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:27.14 | Remaining:01:26.32 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 6/12, Sample 100/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:27.14 | Remaining:01:26.33 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 0/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:27.70 | Remaining:01:25.74 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 4/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:28.78 | Remaining:01:24.80 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 11/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:29.85 | Remaining:01:23.85 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 18/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:30.99 | Remaining:01:22.69 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 26/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:32.02 | Remaining:01:21.70 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 33/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:33.07 | Remaining:01:20.72 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 40/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:34.12 | Remaining:01:19.75 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 47/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:35.24 | Remaining:01:18.83 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 54/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:36.38 | Remaining:01:17.93 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 61/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:37.53 | Remaining:01:17.03 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 68/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:38.65 | Remaining:01:16.10 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 75/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:39.77 | Remaining:01:15.16 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 82/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:40.79 | Remaining:01:14.15 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 89/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:41.91 | Remaining:01:13.20 | Mem:57.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 96/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:42.56 | Remaining:01:12.67 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 7/12, Sample 100/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:42.56 | Remaining:01:12.67 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 0/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:42.94 | Remaining:01:12.20 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 3/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:44.00 | Remaining:01:10.96 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 11/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:45.06 | Remaining:01:09.74 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 19/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:46.07 | Remaining:01:08.48 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 27/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:47.20 | Remaining:01:07.07 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 36/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:48.23 | Remaining:01:05.83 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 44/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:49.36 | Remaining:01:04.66 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 52/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:50.46 | Remaining:01:03.48 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 60/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:51.58 | Remaining:01:02.31 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 68/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:52.66 | Remaining:01:01.11 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 76/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:53.66 | Remaining:00:59.88 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 84/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:54.68 | Remaining:00:58.65 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 92/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:55.76 | Remaining:00:57.47 | Mem:57.34M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 8/12, Sample 100/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:55.77 | Remaining:00:57.47 | Mem:55.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 9/12, Sample 0/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:56.77 | Remaining:00:44.53 | Mem:55.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 9/12, Sample 67/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:57.22 | Remaining:00:38.80 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 9/12, Sample 100/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:57.22 | Remaining:00:38.80 | Mem:55.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 10/12, Sample 0/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:57.78 | Remaining:00:33.31 | Mem:55.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 10/12, Sample 34/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:58.78 | Remaining:00:24.02 | Mem:55.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 10/12, Sample 97/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:58.83 | Remaining:00:23.60 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 10/12, Sample 100/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:58.83 | Remaining:00:23.60 | Mem:55.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 11/12, Sample 0/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:01:59.80 | Remaining:00:15.58 | Mem:55.90M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 11/12, Sample 61/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:02:00.44 | Remaining:00:10.87 | Mem:55.65M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 11/12, Sample 100/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:02:00.45 | Remaining:00:10.87 | Mem:55.84M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 12/12, Sample 0/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:02:00.81 | Remaining:00:07.77 | Mem:55.84M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 12/12, Sample 27/100
Fra:0 Mem:173.28M (0.00M, Peak 371.19M) | Time:02:01.81 | Remaining:00:00.10 | Mem:55.84M, Peak:57.90M | Scene, RenderLayer | Path Tracing Tile 12/12, Sample 99/100
